order_id,customer_id,product_id,order_date,product_price,product_rating,product_historical_return_rate,customer_age,customer_previous_orders,customer_previous_returns,customer_return_rate,quantity,discount_pct,delivery_distance_km,expected_delivery_days,order_month,order_day_of_week,category,payment_type,discount_bucket,price_bucket,returned
O004018,C03764,P00478,2025-02-06 13:20:05.040126,1097.13,3.78,0.082,47,7,1,0.1428571428571428,1,0.0,35.9,3,2,3,Beauty,UPI,Low,Mid,0
O004019,C00265,P01886,2025-02-06 13:33:11.299782,3338.21,3.78,0.1015,64,11,2,0.1818181818181818,2,10.3,3.2,2,2,3,Beauty,Credit Card,Medium,Premium,0
O004020,C00637,P00640,2025-02-06 13:46:17.559438,779.33,3.66,0.1426,29,7,0,0.0,3,14.2,22.1,4,2,3,Home & Kitchen,Credit Card,Medium,Mid,0
O004021,C07008,P02406,2025-02-06 13:59:23.819095,4812.41,3.85,0.02,48,5,3,0.6,1,24.1,7.8,3,2,3,Books,COD,Medium,Premium,0
O004022,C06862,P01769,2025-02-06 14:12:30.078751,3092.6,4.02,0.0247,44,4,1,0.25,2,18.8,9.6,4,2,3,Books,COD,Medium,Premium,1
O004023,C07635,P01921,2025-02-06 14:25:36.338408,1383.26,4.16,0.067,21,9,3,0.3333333333333333,2,17.7,28.9,3,2,3,Sports,Debit Card,Medium,Mid,0
O004024,C01211,P01760,2025-02-06 14:38:42.598064,9591.79,3.34,0.2506,47,10,2,0.2,1,28.3,18.9,3,2,3,Footwear,UPI,High,Luxury,0
O004025,C05064,P01816,2025-02-06 14:51:48.857721,3085.36,3.98,0.1027,48,9,1,0.1111111111111111,1,5.9,24.7,3,2,3,Sports,Credit Card,Low,Premium,0
O004026,C04476,P01356,2025-02-06 15:04:55.117377,214.19,3.27,0.1156,33,12,0,0.0,3,19.2,19.2,4,2,3,Electronics,UPI,Medium,Budget,0
O004027,C00528,P01318,2025-02-06 15:18:01.377034,1425.61,4.5,0.1317,24,5,0,0.0,1,8.4,18.0,3,2,3,Electronics,UPI,Low,Mid,0
O004028,C06448,P00590,2025-02-06 15:31:07.636690,837.4,4.69,0.1489,50,12,0,0.0,2,0.0,6.3,3,2,3,Home & Kitchen,UPI,Low,Mid,0
O004029,C03819,P00707,2025-02-06 15:44:13.896347,1393.65,3.25,0.0867,47,5,2,0.4,3,35.5,5.8,3,2,3,Electronics,Credit Card,High,Mid,0
O004030,C02212,P00604,2025-02-06 15:57:20.156003,922.75,3.42,0.1182,54,13,1,0.0769230769230769,1,6.9,10.7,3,2,3,Electronics,UPI,Low,Mid,0
O004031,C07184,P00050,2025-02-06 16:10:26.415660,671.04,3.71,0.02,33,8,2,0.25,1,6.1,2.7,2,2,3,Books,UPI,Low,Mid,0
O004032,C07681,P00266,2025-02-06 16:23:32.675316,2971.21,4.52,0.098,34,10,3,0.3,1,14.7,27.8,2,2,3,Books,Credit Card,Medium,Premium,0
O004033,C01688,P02380,2025-02-06 16:36:38.934973,1698.69,3.9,0.2627,37,10,0,0.0,1,0.6,9.4,2,2,3,Footwear,UPI,Low,Premium,0
O004034,C02644,P02056,2025-02-06 16:49:45.194629,1155.29,4.38,0.2462,39,7,1,0.1428571428571428,3,0.0,8.7,3,2,3,Fashion,Wallet,Low,Mid,1
O004035,C04299,P00947,2025-02-06 17:02:51.454286,1122.95,3.83,0.1605,19,8,1,0.125,1,1.1,17.5,2,2,3,Electronics,UPI,Low,Mid,0
O004036,C05172,P00761,2025-02-06 17:15:57.713942,1369.6,4.5,0.3088,38,3,0,0.0,1,11.8,10.9,4,2,3,Fashion,Debit Card,Medium,Mid,1
O004037,C05293,P00788,2025-02-06 17:29:03.973599,3631.18,4.03,0.1663,33,7,0,0.0,2,0.0,19.7,3,2,3,Footwear,COD,Low,Premium,1
O004038,C06639,P02255,2025-02-06 17:42:10.233255,1084.67,2.81,0.1152,55,11,1,0.0909090909090909,1,28.6,15.6,3,2,3,Electronics,Debit Card,High,Mid,0
O004039,C01292,P00067,2025-02-06 17:55:16.492912,1472.09,4.47,0.0503,58,6,0,0.0,2,5.4,6.0,3,2,3,Books,Credit Card,Low,Mid,0
O004040,C00749,P00115,2025-02-06 18:08:22.752568,969.5,4.12,0.071,32,11,2,0.1818181818181818,1,18.4,21.0,3,2,3,Home & Kitchen,Debit Card,Medium,Mid,0
O004041,C01532,P00786,2025-02-06 18:21:29.012225,579.46,3.49,0.1638,18,9,6,0.6666666666666666,1,21.4,14.1,2,2,3,Sports,UPI,Medium,Mid,0
O004042,C04686,P01878,2025-02-06 18:34:35.271881,312.46,3.61,0.1905,52,14,1,0.0714285714285714,2,26.3,1.7,3,2,3,Footwear,Debit Card,High,Budget,0
O004043,C07267,P01811,2025-02-06 18:47:41.531538,901.98,4.87,0.2162,54,10,4,0.4,1,16.6,15.0,3,2,3,Footwear,Credit Card,Medium,Mid,1
O004044,C04310,P01746,2025-02-06 19:00:47.791194,1947.43,4.93,0.0203,46,7,1,0.1428571428571428,2,17.8,15.5,1,2,3,Books,COD,Medium,Premium,0
O004045,C07798,P01916,2025-02-06 19:13:54.050851,727.27,4.25,0.1012,24,9,4,0.4444444444444444,1,1.6,9.1,3,2,3,Electronics,Debit Card,Low,Mid,0
O004046,C06950,P01900,2025-02-06 19:27:00.310507,337.4,4.23,0.1109,43,12,0,0.0,1,30.2,9.3,3,2,3,Home & Kitchen,Wallet,High,Budget,0
O004047,C01166,P01010,2025-02-06 19:40:06.570164,2898.6,4.25,0.157,22,7,1,0.1428571428571428,2,16.4,4.2,2,2,3,Home & Kitchen,Credit Card,Medium,Premium,0
O004048,C00996,P01300,2025-02-06 19:53:12.829820,1645.21,3.91,0.2404,47,4,0,0.0,1,8.3,17.5,3,2,3,Fashion,UPI,Low,Premium,0
O004049,C00541,P02089,2025-02-06 20:06:19.089477,1058.0,4.15,0.2461,51,5,0,0.0,4,46.9,21.5,3,2,3,Footwear,UPI,Very High,Mid,0
O004050,C03851,P00323,2025-02-06 20:19:25.349133,480.99,4.49,0.0744,52,4,0,0.0,1,25.8,9.2,2,2,3,Electronics,Credit Card,High,Budget,0
O004051,C07014,P01523,2025-02-06 20:32:31.608790,478.14,4.43,0.1322,41,8,1,0.125,1,29.6,11.9,4,2,3,Sports,UPI,High,Budget,0
O004052,C00509,P00379,2025-02-06 20:45:37.868446,612.4,3.26,0.02,30,6,1,0.1666666666666666,1,6.9,13.9,4,2,3,Electronics,UPI,Low,Mid,0
O004053,C01662,P01446,2025-02-06 20:58:44.128103,4155.14,3.44,0.108,46,9,4,0.4444444444444444,1,26.0,6.4,2,2,3,Sports,Debit Card,High,Premium,0
O004054,C06372,P01673,2025-02-06 21:11:50.387759,1655.06,4.16,0.0966,21,6,1,0.1666666666666666,1,16.5,16.7,4,2,3,Sports,Credit Card,Medium,Premium,0
O004055,C06415,P00954,2025-02-06 21:24:56.647416,1346.73,3.37,0.1183,28,6,3,0.5,2,0.0,6.5,4,2,3,Sports,UPI,Low,Mid,0
O004056,C07262,P02060,2025-02-06 21:38:02.907072,721.99,4.44,0.1063,23,8,3,0.375,1,12.9,4.7,3,2,3,Home & Kitchen,Wallet,Medium,Mid,0
O004057,C02181,P00114,2025-02-06 21:51:09.166729,530.56,4.53,0.0591,50,6,3,0.5,1,9.7,10.5,3,2,3,Beauty,COD,Low,Mid,0
O004058,C00142,P02454,2025-02-06 22:04:15.426385,767.57,4.3,0.0948,28,4,0,0.0,1,14.8,5.8,4,2,3,Beauty,Credit Card,Medium,Mid,0
O004059,C07789,P01720,2025-02-06 22:17:21.686042,401.8,5.0,0.0778,57,8,1,0.125,2,14.9,8.6,3,2,3,Sports,UPI,Medium,Budget,0
O004060,C01798,P02085,2025-02-06 22:30:27.945698,1826.47,3.75,0.1148,26,11,2,0.1818181818181818,1,11.6,4.7,3,2,3,Electronics,COD,Medium,Premium,0
O004061,C03486,P01476,2025-02-06 22:43:34.205355,1333.83,4.34,0.1653,19,8,1,0.125,1,0.0,12.5,4,2,3,Electronics,UPI,Low,Mid,0
O004062,C05438,P01865,2025-02-06 22:56:40.465011,156.3,4.25,0.2346,18,9,0,0.0,1,23.0,11.8,2,2,3,Fashion,Debit Card,Medium,Budget,0
O004063,C05896,P01737,2025-02-06 23:09:46.724668,796.11,4.14,0.194,55,7,0,0.0,1,18.4,23.2,3,2,3,Fashion,UPI,Medium,Mid,0
O004064,C03952,P00548,2025-02-06 23:22:52.984324,882.14,3.73,0.1031,28,15,0,0.0,1,27.4,46.2,4,2,3,Home & Kitchen,COD,High,Mid,0
O004065,C06258,P00704,2025-02-06 23:35:59.243981,588.46,4.36,0.0971,50,5,3,0.6,1,0.0,25.2,4,2,3,Electronics,COD,Low,Mid,0
O004066,C03331,P01071,2025-02-06 23:49:05.503637,763.66,4.74,0.0482,46,11,2,0.1818181818181818,1,29.4,25.9,3,2,3,Electronics,COD,High,Mid,0
O004067,C02814,P01459,2025-02-07 00:02:11.763294,382.06,4.51,0.2028,63,7,1,0.1428571428571428,1,28.6,11.2,4,2,4,Footwear,COD,High,Budget,0
O004068,C02265,P01562,2025-02-07 00:15:18.022950,2263.88,4.2,0.1526,22,6,2,0.3333333333333333,2,4.1,15.5,3,2,4,Home & Kitchen,UPI,Low,Premium,0
O004069,C04557,P00020,2025-02-07 00:28:24.282607,656.92,5.0,0.1258,25,6,0,0.0,2,21.3,7.5,3,2,4,Beauty,UPI,Medium,Mid,0
O004070,C02116,P02185,2025-02-07 00:41:30.542263,496.17,4.24,0.0862,27,10,4,0.4,1,25.1,5.1,4,2,4,Electronics,COD,High,Budget,0
O004071,C01027,P02237,2025-02-07 00:54:36.801920,1536.37,3.32,0.083,21,6,0,0.0,1,16.5,31.8,3,2,4,Beauty,Debit Card,Medium,Premium,0
O004072,C03568,P00169,2025-02-07 01:07:43.061576,306.98,4.31,0.1028,25,11,0,0.0,1,28.6,4.4,3,2,4,Sports,Debit Card,High,Budget,0
O004073,C00856,P01424,2025-02-07 01:20:49.321233,1672.26,2.96,0.02,57,8,3,0.375,1,40.2,32.3,4,2,4,Books,UPI,Very High,Premium,1
O004074,C00220,P00931,2025-02-07 01:33:55.580889,1073.45,3.78,0.0397,60,9,2,0.2222222222222222,1,22.3,4.7,1,2,4,Electronics,UPI,Medium,Mid,0
O004075,C07735,P00968,2025-02-07 01:47:01.840546,2934.65,4.19,0.2813,18,7,1,0.1428571428571428,1,12.2,14.9,3,2,4,Fashion,UPI,Medium,Premium,0
O004076,C00803,P01552,2025-02-07 02:00:08.100202,3505.64,4.85,0.173,42,9,1,0.1111111111111111,1,16.8,9.1,4,2,4,Sports,Credit Card,Medium,Premium,0
O004077,C02485,P00887,2025-02-07 02:13:14.359858,1944.91,4.09,0.1217,34,5,0,0.0,4,30.2,20.5,3,2,4,Home & Kitchen,UPI,High,Premium,0
O004078,C01277,P01805,2025-02-07 02:26:20.619515,1339.22,3.31,0.1415,48,5,2,0.4,1,16.8,5.2,2,2,4,Beauty,UPI,Medium,Mid,1
O004079,C06972,P00387,2025-02-07 02:39:26.879171,1017.45,4.1,0.0991,53,11,5,0.4545454545454545,2,17.2,11.8,3,2,4,Beauty,UPI,Medium,Mid,0
O004080,C06513,P00633,2025-02-07 02:52:33.138828,6161.3,3.76,0.0612,22,8,7,0.875,1,10.9,4.2,2,2,4,Books,UPI,Medium,Luxury,0
O004081,C02478,P01345,2025-02-07 03:05:39.398484,557.52,3.85,0.1085,26,11,2,0.1818181818181818,1,19.5,11.7,3,2,4,Home & Kitchen,COD,Medium,Mid,0
O004082,C06670,P01347,2025-02-07 03:18:45.658141,1780.38,4.7,0.2351,35,8,3,0.375,1,39.3,14.4,2,2,4,Fashion,UPI,High,Premium,1
O004083,C00281,P00012,2025-02-07 03:31:51.917797,305.5,4.56,0.1024,30,10,2,0.2,2,19.8,9.0,3,2,4,Electronics,Debit Card,Medium,Budget,1
O004084,C01781,P00189,2025-02-07 03:44:58.177454,1308.9,4.17,0.0518,20,5,0,0.0,2,28.7,13.4,3,2,4,Electronics,UPI,High,Mid,1
O004085,C00243,P00346,2025-02-07 03:58:04.437110,5720.78,3.53,0.2061,22,9,1,0.1111111111111111,1,7.5,32.6,4,2,4,Fashion,Credit Card,Low,Luxury,0
O004086,C01987,P02386,2025-02-07 04:11:10.696767,225.97,4.26,0.1316,56,11,1,0.0909090909090909,2,41.0,17.3,4,2,4,Electronics,UPI,Very High,Budget,1
O004087,C07547,P01793,2025-02-07 04:24:16.956423,151.35,4.49,0.1174,49,6,1,0.1666666666666666,1,14.7,29.3,3,2,4,Sports,UPI,Medium,Budget,0
O004088,C00174,P01964,2025-02-07 04:37:23.216080,620.98,4.06,0.1869,51,6,0,0.0,1,22.9,22.6,2,2,4,Fashion,UPI,Medium,Mid,0
O004089,C02054,P01391,2025-02-07 04:50:29.475736,4072.98,3.59,0.0864,62,10,2,0.2,2,26.9,24.0,3,2,4,Beauty,UPI,High,Premium,0
O004090,C02088,P00717,2025-02-07 05:03:35.735393,2117.92,4.12,0.2977,49,9,0,0.0,1,12.2,5.5,2,2,4,Fashion,UPI,Medium,Premium,0
O004091,C05269,P01750,2025-02-07 05:16:41.995049,7451.7,3.49,0.2017,50,6,3,0.5,1,49.6,16.4,3,2,4,Fashion,Debit Card,Very High,Luxury,1
O004092,C04667,P01490,2025-02-07 05:29:48.254706,729.75,4.36,0.2106,32,12,1,0.0833333333333333,1,13.5,18.3,3,2,4,Footwear,Debit Card,Medium,Mid,0
O004093,C02137,P01139,2025-02-07 05:42:54.514362,689.04,3.03,0.0637,43,6,3,0.5,2,18.9,17.4,3,2,4,Home & Kitchen,UPI,Medium,Mid,0
O004094,C04444,P00742,2025-02-07 05:56:00.774019,3147.61,4.24,0.1044,39,9,2,0.2222222222222222,4,2.2,14.5,3,2,4,Beauty,UPI,Low,Premium,1
O004095,C02046,P00818,2025-02-07 06:09:07.033675,811.0,4.02,0.1917,64,6,4,0.6666666666666666,1,24.0,7.3,1,2,4,Fashion,Credit Card,Medium,Mid,1
O004096,C07478,P01903,2025-02-07 06:22:13.293332,248.62,3.56,0.0312,55,11,4,0.3636363636363636,1,15.9,10.8,3,2,4,Books,Wallet,Medium,Budget,0
O004097,C00370,P01604,2025-02-07 06:35:19.552988,4597.64,4.19,0.2195,54,11,3,0.2727272727272727,4,11.0,34.6,4,2,4,Fashion,UPI,Medium,Premium,0
O004098,C06597,P01900,2025-02-07 06:48:25.812645,337.4,4.23,0.1109,58,14,4,0.2857142857142857,1,24.0,7.9,2,2,4,Home & Kitchen,UPI,Medium,Budget,0
O004099,C05926,P02128,2025-02-07 07:01:32.072301,1258.92,4.21,0.1242,22,14,5,0.3571428571428571,1,32.1,30.1,2,2,4,Sports,Credit Card,High,Mid,1
O004100,C03590,P01102,2025-02-07 07:14:38.331958,1925.77,4.79,0.2966,60,6,3,0.5,1,4.4,10.5,2,2,4,Fashion,Credit Card,Low,Premium,0
O004101,C01359,P02220,2025-02-07 07:27:44.591614,4425.15,4.0,0.1066,22,9,3,0.3333333333333333,2,11.8,10.9,3,2,4,Home & Kitchen,COD,Medium,Premium,0
O004102,C04833,P00509,2025-02-07 07:40:50.851271,740.41,4.62,0.2337,36,8,0,0.0,2,6.7,4.2,3,2,4,Footwear,COD,Low,Mid,0
O004103,C00966,P02348,2025-02-07 07:53:57.110927,6614.73,3.87,0.02,45,5,0,0.0,2,1.0,5.0,2,2,4,Books,UPI,Low,Luxury,1
O004104,C00728,P00860,2025-02-07 08:07:03.370584,481.09,4.02,0.1508,22,6,1,0.1666666666666666,1,44.4,5.2,3,2,4,Fashion,UPI,Very High,Budget,0
O004105,C01790,P01529,2025-02-07 08:20:09.630240,1045.17,4.02,0.1176,53,5,0,0.0,2,26.7,18.7,3,2,4,Electronics,COD,High,Mid,1
O004106,C07736,P02060,2025-02-07 08:33:15.889897,721.99,4.44,0.1063,30,12,3,0.25,1,0.0,32.0,3,2,4,Home & Kitchen,UPI,Low,Mid,0
O004107,C07765,P01806,2025-02-07 08:46:22.149553,896.72,4.14,0.2278,39,9,3,0.3333333333333333,1,23.2,15.2,3,2,4,Footwear,Debit Card,Medium,Mid,1
O004108,C07035,P01489,2025-02-07 08:59:28.409210,3376.54,3.75,0.0484,57,8,4,0.5,1,0.0,13.1,2,2,4,Books,COD,Low,Premium,1
O004109,C00325,P01600,2025-02-07 09:12:34.668866,150.0,4.36,0.084,63,11,4,0.3636363636363636,2,5.3,14.6,4,2,4,Beauty,Debit Card,Low,Budget,0
O004110,C03327,P02397,2025-02-07 09:25:40.928523,291.56,4.38,0.1297,25,5,1,0.2,2,19.5,17.0,3,2,4,Beauty,UPI,Medium,Budget,0
O004111,C03956,P00033,2025-02-07 09:38:47.188179,1765.0,4.12,0.1024,62,9,0,0.0,1,26.8,26.8,4,2,4,Beauty,Credit Card,High,Premium,0
O004112,C05992,P00098,2025-02-07 09:51:53.447836,1561.59,4.95,0.0884,40,11,2,0.1818181818181818,1,27.8,8.4,2,2,4,Home & Kitchen,UPI,High,Premium,0
O004113,C03004,P02392,2025-02-07 10:04:59.707492,869.69,3.76,0.1227,63,7,0,0.0,2,23.7,15.5,3,2,4,Beauty,Credit Card,Medium,Mid,0
O004114,C06795,P02354,2025-02-07 10:18:05.967149,3409.21,3.52,0.1834,52,4,0,0.0,1,24.7,3.3,2,2,4,Footwear,Wallet,Medium,Premium,0
O004115,C06353,P00252,2025-02-07 10:31:12.226805,453.42,3.57,0.1464,24,13,0,0.0,2,24.2,44.7,4,2,4,Beauty,Debit Card,Medium,Budget,0
O004116,C06441,P00015,2025-02-07 10:44:18.486462,340.83,3.83,0.2045,57,8,0,0.0,2,29.3,4.0,4,2,4,Fashion,UPI,High,Budget,1
O004117,C02862,P01224,2025-02-07 10:57:24.746118,2218.42,4.45,0.2058,61,6,3,0.5,1,14.7,12.1,2,2,4,Fashion,UPI,Medium,Premium,1
O004118,C01057,P01110,2025-02-07 11:10:31.005775,715.19,4.11,0.0494,39,14,5,0.3571428571428571,1,9.0,10.1,4,2,4,Electronics,UPI,Low,Mid,0
O004119,C05479,P00683,2025-02-07 11:23:37.265431,4073.84,4.76,0.0466,22,5,1,0.2,2,23.2,5.5,3,2,4,Books,UPI,Medium,Premium,1
O004120,C04782,P01241,2025-02-07 11:36:43.525088,9108.81,2.91,0.2291,45,7,0,0.0,1,38.3,4.6,3,2,4,Fashion,Credit Card,High,Luxury,1
O004121,C02291,P01288,2025-02-07 11:49:49.784744,907.31,4.22,0.1334,36,6,1,0.1666666666666666,1,13.2,4.0,2,2,4,Sports,UPI,Medium,Mid,0
O004122,C06747,P02105,2025-02-07 12:02:56.044401,740.15,3.47,0.3021,18,5,0,0.0,1,18.4,20.9,2,2,4,Fashion,Wallet,Medium,Mid,1
O004123,C00889,P00188,2025-02-07 12:16:02.304057,689.22,4.51,0.1095,18,10,1,0.1,1,27.9,7.3,3,2,4,Electronics,Credit Card,High,Mid,0
O004124,C03661,P00053,2025-02-07 12:29:08.563714,522.52,4.6,0.0847,44,13,2,0.1538461538461538,1,30.2,10.2,3,2,4,Electronics,Credit Card,High,Mid,0
O004125,C02868,P00575,2025-02-07 12:42:14.823370,866.74,3.48,0.0285,25,7,2,0.2857142857142857,1,32.0,5.9,1,2,4,Books,UPI,High,Mid,0
O004126,C04638,P01740,2025-02-07 12:55:21.083027,943.58,4.36,0.2247,41,9,2,0.2222222222222222,1,15.0,5.5,1,2,4,Fashion,Credit Card,Medium,Mid,1
O004127,C03396,P02340,2025-02-07 13:08:27.342683,1176.43,3.26,0.0761,55,10,4,0.4,1,32.0,16.5,4,2,4,Sports,Credit Card,High,Mid,0
O004128,C05567,P01495,2025-02-07 13:21:33.602340,5384.16,3.62,0.2569,28,3,1,0.3333333333333333,1,32.6,6.5,3,2,4,Footwear,Credit Card,High,Luxury,0
O004129,C01281,P00839,2025-02-07 13:34:39.861996,565.23,3.67,0.0712,52,7,1,0.1428571428571428,2,10.2,35.9,3,2,4,Sports,UPI,Medium,Mid,0
O004130,C02215,P02375,2025-02-07 13:47:46.121653,827.45,4.27,0.2679,23,6,3,0.5,1,10.8,27.3,3,2,4,Fashion,UPI,Medium,Mid,0
O004131,C05055,P00307,2025-02-07 14:00:52.381309,1050.44,3.1,0.1363,20,10,0,0.0,1,42.2,16.2,2,2,4,Books,Credit Card,Very High,Mid,0
O004132,C06875,P00502,2025-02-07 14:13:58.640966,660.83,3.63,0.0887,38,8,1,0.125,1,33.4,6.4,3,2,4,Books,Debit Card,High,Mid,0
O004133,C05188,P01113,2025-02-07 14:27:04.900622,566.29,3.1,0.2452,23,7,4,0.5714285714285714,1,9.8,3.4,3,2,4,Fashion,UPI,Low,Mid,1
O004134,C03920,P00193,2025-02-07 14:40:11.160279,1703.96,4.1,0.1306,46,9,0,0.0,1,13.9,14.8,4,2,4,Sports,Credit Card,Medium,Premium,0
O004135,C00079,P01384,2025-02-07 14:53:17.419935,4226.75,4.38,0.0969,44,4,1,0.25,1,5.9,17.3,3,2,4,Home & Kitchen,UPI,Low,Premium,0
O004136,C05542,P02466,2025-02-07 15:06:23.679591,833.41,3.79,0.0513,25,8,2,0.25,2,0.0,28.0,3,2,4,Electronics,COD,Low,Mid,1
O004137,C00590,P00626,2025-02-07 15:19:29.939248,987.69,3.81,0.199,57,11,2,0.1818181818181818,1,8.9,14.4,4,2,4,Fashion,Debit Card,Low,Mid,0
O004138,C05077,P00320,2025-02-07 15:32:36.198904,2588.91,3.3,0.1355,33,6,1,0.1666666666666666,1,21.2,12.0,3,2,4,Beauty,COD,Medium,Premium,0
O004139,C01024,P00244,2025-02-07 15:45:42.458561,345.92,4.67,0.2245,57,11,3,0.2727272727272727,1,33.6,8.4,2,2,4,Fashion,Wallet,High,Budget,0
O004140,C07468,P00577,2025-02-07 15:58:48.718217,1229.43,3.94,0.1079,45,7,0,0.0,1,0.0,7.0,2,2,4,Beauty,Debit Card,Low,Mid,1
O004141,C02427,P01989,2025-02-07 16:11:54.977874,2120.64,3.83,0.1326,25,15,3,0.2,1,14.2,10.5,3,2,4,Beauty,UPI,Medium,Premium,0
O004142,C01120,P01001,2025-02-07 16:25:01.237530,1601.59,4.09,0.1237,41,10,0,0.0,2,20.3,7.0,3,2,4,Electronics,Debit Card,Medium,Premium,0
O004143,C05168,P00925,2025-02-07 16:38:07.497187,465.81,4.25,0.0881,27,4,3,0.75,1,20.8,10.0,5,2,4,Beauty,Debit Card,Medium,Budget,0
O004144,C03103,P02288,2025-02-07 16:51:13.756843,259.06,3.57,0.145,18,8,2,0.25,1,27.8,9.5,2,2,4,Electronics,Debit Card,High,Budget,1
O004145,C04706,P01252,2025-02-07 17:04:20.016500,1639.8,4.03,0.0718,29,9,0,0.0,1,27.8,2.4,2,2,4,Electronics,UPI,High,Premium,0
O004146,C05124,P00845,2025-02-07 17:17:26.276156,1635.75,3.6,0.02,49,7,0,0.0,1,4.1,6.3,3,2,4,Books,Credit Card,Low,Premium,0
O004147,C03517,P01203,2025-02-07 17:30:32.535813,952.34,3.73,0.2078,25,11,1,0.0909090909090909,1,35.8,7.2,3,2,4,Footwear,UPI,High,Mid,0
O004148,C04255,P01097,2025-02-07 17:43:38.795469,1224.09,3.88,0.158,34,6,1,0.1666666666666666,1,34.5,13.6,2,2,4,Beauty,Credit Card,High,Mid,0
O004149,C01486,P01375,2025-02-07 17:56:45.055126,1190.23,3.99,0.2396,58,6,1,0.1666666666666666,1,20.3,21.3,4,2,4,Fashion,COD,Medium,Mid,0
O004150,C02380,P00727,2025-02-07 18:09:51.314782,3782.23,4.25,0.1144,48,19,1,0.0526315789473684,1,9.7,15.0,2,2,4,Sports,UPI,Low,Premium,0
O004151,C03451,P01633,2025-02-07 18:22:57.574439,829.72,2.81,0.1114,40,9,5,0.5555555555555556,2,0.0,4.9,2,2,4,Electronics,Wallet,Low,Mid,1
O004152,C06768,P02377,2025-02-07 18:36:03.834095,1708.75,4.07,0.1428,44,6,0,0.0,1,21.0,30.2,4,2,4,Electronics,Debit Card,Medium,Premium,0
O004153,C04344,P01854,2025-02-07 18:49:10.093752,564.7,3.97,0.243,30,6,1,0.1666666666666666,1,6.9,13.4,3,2,4,Footwear,COD,Low,Mid,0
O004154,C01349,P01480,2025-02-07 19:02:16.353408,856.46,3.93,0.1676,52,10,1,0.1,1,11.9,5.5,3,2,4,Home & Kitchen,UPI,Medium,Mid,0
O004155,C02891,P00586,2025-02-07 19:15:22.613065,512.17,4.81,0.1368,24,4,2,0.5,4,13.6,15.1,3,2,4,Sports,UPI,Medium,Mid,0
O004156,C05145,P02387,2025-02-07 19:28:28.872721,1751.18,3.95,0.2428,48,5,2,0.4,1,9.2,6.0,3,2,4,Fashion,COD,Low,Premium,0
O004157,C04992,P00225,2025-02-07 19:41:35.132378,1423.19,3.49,0.3006,42,2,0,0.0,2,9.1,5.8,2,2,4,Fashion,Credit Card,Low,Mid,0
O004158,C00060,P02020,2025-02-07 19:54:41.392034,354.49,3.24,0.2983,50,6,1,0.1666666666666666,1,0.0,5.4,3,2,4,Fashion,Debit Card,Low,Budget,0
O004159,C03662,P02455,2025-02-07 20:07:47.651691,1405.07,3.92,0.0521,40,6,2,0.3333333333333333,1,25.7,31.6,4,2,4,Beauty,UPI,High,Mid,0
O004160,C06390,P02383,2025-02-07 20:20:53.911347,369.35,3.81,0.2413,48,7,1,0.1428571428571428,1,13.2,20.1,4,2,4,Fashion,Debit Card,Medium,Budget,1
O004161,C05241,P00326,2025-02-07 20:34:00.171004,1668.49,4.02,0.1127,34,10,1,0.1,1,16.0,7.7,2,2,4,Beauty,UPI,Medium,Premium,0
O004162,C04416,P01010,2025-02-07 20:47:06.430660,2898.6,4.25,0.157,38,6,1,0.1666666666666666,2,37.8,17.7,2,2,4,Home & Kitchen,COD,High,Premium,0
O004163,C07540,P00033,2025-02-07 21:00:12.690317,1765.0,4.12,0.1024,47,12,1,0.0833333333333333,1,3.5,7.8,3,2,4,Beauty,COD,Low,Premium,0
O004164,C00926,P01894,2025-02-07 21:13:18.949973,1085.31,4.11,0.1428,62,5,2,0.4,2,12.1,19.2,3,2,4,Electronics,UPI,Medium,Mid,0
O004165,C06462,P02011,2025-02-07 21:26:25.209630,1242.4,4.41,0.2475,38,13,1,0.0769230769230769,2,22.7,15.6,2,2,4,Footwear,UPI,Medium,Mid,0
O004166,C05047,P02119,2025-02-07 21:39:31.469286,1041.71,4.08,0.0944,54,9,2,0.2222222222222222,1,24.9,25.3,3,2,4,Home & Kitchen,COD,Medium,Mid,0
O004167,C00635,P01892,2025-02-07 21:52:37.728943,2717.76,3.86,0.2825,26,10,2,0.2,1,12.9,29.0,3,2,4,Fashion,Credit Card,Medium,Premium,1
O004168,C04422,P01669,2025-02-07 22:05:43.988599,1391.01,4.58,0.0282,64,9,3,0.3333333333333333,2,18.9,3.6,3,2,4,Books,COD,Medium,Mid,0
O004169,C06937,P00450,2025-02-07 22:18:50.248256,658.25,4.68,0.1718,40,7,1,0.1428571428571428,2,0.0,12.4,3,2,4,Electronics,Debit Card,Low,Mid,0
O004170,C00078,P01152,2025-02-07 22:31:56.507912,2700.45,4.01,0.2357,28,5,2,0.4,1,4.4,17.1,3,2,4,Fashion,COD,Low,Premium,1
O004171,C04731,P00745,2025-02-07 22:45:02.767569,1631.13,3.99,0.0983,61,5,1,0.2,1,24.4,31.4,2,2,4,Electronics,COD,Medium,Premium,0
O004172,C06702,P02016,2025-02-07 22:58:09.027225,3627.14,4.09,0.0972,19,11,3,0.2727272727272727,1,12.2,19.0,3,2,4,Home & Kitchen,Credit Card,Medium,Premium,0
O004173,C00940,P00942,2025-02-07 23:11:15.286882,4962.77,4.2,0.0688,41,8,0,0.0,2,15.7,11.4,3,2,4,Electronics,Credit Card,Medium,Premium,0
