order_id,order_date,customer_id,product_id,category,product_price,product_rating,product_historical_return_rate,customer_age,customer_previous_orders,customer_previous_returns,customer_return_rate,quantity,discount_pct,payment_type,delivery_distance_km,expected_delivery_days,discount_bucket,price_bucket,order_month,order_day_of_week,returned
O001609,2025-01-15 15:11:45.527638,C04604,P02013,Books,714.25,3.49,0.0482,53,9,0,0.0,1,18.0,Credit Card,5.8,2,Medium,Mid,1,2,0
O001610,2025-01-15 15:24:51.787294,C01319,P00653,Books,2144.25,4.17,0.0485,39,7,2,0.2857,2,40.8,COD,13.2,2,Very High,Premium,1,2,0
O001611,2025-01-15 15:37:58.046951,C01823,P01068,Home & Kitchen,1411.34,3.83,0.2017,32,9,1,0.1111,1,19.5,COD,1.0,4,Medium,Mid,1,2,0
O001612,2025-01-15 15:51:04.306607,C01107,P01159,Fashion,757.26,4.25,0.234,29,11,0,0.0,1,40.4,UPI,38.2,3,Very High,Mid,1,2,1
O001613,2025-01-15 16:04:10.566264,C03937,P00386,Beauty,2173.43,3.82,0.0922,42,14,2,0.1429,2,8.2,Debit Card,7.5,4,Low,Premium,1,2,0
O001614,2025-01-15 16:17:16.825920,C04626,P00818,Fashion,811.0,4.35,0.1917,36,4,2,0.5,1,3.9,UPI,22.5,2,Low,Mid,1,2,1
O001615,2025-01-15 16:30:23.085577,C02279,P00373,Fashion,2081.94,4.1,0.2292,35,15,2,0.1333,1,14.1,Wallet,10.6,2,Medium,Premium,1,2,1
O001616,2025-01-15 16:43:29.345233,C06283,P00511,Electronics,425.42,4.27,0.1206,45,7,0,0.0,1,19.2,Debit Card,16.3,3,Medium,Budget,1,2,0
O001617,2025-01-15 16:56:35.604890,C03013,P01453,Home & Kitchen,2494.07,4.21,0.1284,20,7,1,0.1429,1,28.2,UPI,18.3,3,High,Premium,1,2,0
O001618,2025-01-15 17:09:41.864546,C04338,P01217,Sports,4821.44,4.27,0.1383,33,7,0,0.0,1,22.0,COD,6.1,2,Medium,Premium,1,2,1
O001619,2025-01-15 17:22:48.124203,C06171,P00672,Electronics,958.37,3.65,0.1328,43,10,4,0.4,3,22.8,Credit Card,65.0,4,Medium,Mid,1,2,0
O001620,2025-01-15 17:35:54.383859,C02956,P00439,Fashion,6184.28,3.18,0.2102,64,6,2,0.3333,2,43.1,Credit Card,8.4,4,Very High,Luxury,1,2,0
O001621,2025-01-15 17:49:00.643516,C05775,P02367,Books,464.75,3.41,0.0426,41,8,0,0.0,1,0.0,Credit Card,39.7,4,Low,Budget,1,2,0
O001622,2025-01-15 18:02:06.903172,C07230,P00488,Fashion,3112.94,3.91,0.267,46,8,0,0.0,1,24.6,Wallet,2.4,2,Medium,Premium,1,2,0
O001623,2025-01-15 18:15:13.162829,C04697,P01255,Home & Kitchen,1163.9,4.0,0.161,21,9,0,0.0,2,10.1,Credit Card,20.4,3,Medium,Mid,1,2,0
O001624,2025-01-15 18:28:19.422485,C02974,P01752,Fashion,841.04,3.88,0.2327,64,6,0,0.0,1,31.3,Wallet,13.2,3,High,Mid,1,2,1
O001625,2025-01-15 18:41:25.682142,C02261,P00750,Sports,1002.92,4.19,0.111,19,10,2,0.2,3,22.0,COD,9.3,3,Medium,Mid,1,2,0
O001626,2025-01-15 18:54:31.941798,C04642,P02242,Beauty,707.54,4.96,0.0632,19,7,1,0.1429,2,14.6,UPI,20.8,3,Medium,Mid,1,2,1
O001627,2025-01-15 19:07:38.201455,C03943,P01015,Electronics,9177.33,4.16,0.0987,61,3,1,0.3333,2,23.1,Debit Card,33.7,4,Medium,Luxury,1,2,0
O001628,2025-01-15 19:20:44.461111,C07368,P01574,Footwear,2560.58,3.74,0.1953,40,13,9,0.6923,2,22.2,UPI,44.1,3,Medium,Premium,1,2,0
O001629,2025-01-15 19:33:50.720768,C05407,P01058,Books,1891.65,4.02,0.0579,52,10,1,0.1,1,21.2,UPI,28.2,3,Medium,Premium,1,2,0
O001630,2025-01-15 19:46:56.980424,C06599,P01908,Sports,2247.02,4.37,0.1462,24,5,2,0.4,1,0.0,UPI,16.7,3,Low,Premium,1,2,0
O001631,2025-01-15 20:00:03.240081,C01502,P00823,Sports,1393.36,4.58,0.1346,30,5,1,0.2,1,28.1,Credit Card,23.6,4,High,Mid,1,2,1
O001632,2025-01-15 20:13:09.499737,C02567,P02139,Fashion,754.46,4.14,0.2669,55,4,0,0.0,1,0.0,UPI,1.0,4,Low,Mid,1,2,0
O001633,2025-01-15 20:26:15.759393,C00476,P01701,Fashion,3150.12,3.94,0.2277,54,10,3,0.3,1,23.8,UPI,19.1,1,Medium,Premium,1,2,0
O001634,2025-01-15 20:39:22.019050,C03734,P01928,Electronics,1396.94,3.91,0.0517,61,6,2,0.3333,2,24.4,Credit Card,23.4,3,Medium,Mid,1,2,0
O001635,2025-01-15 20:52:28.278706,C05174,P01555,Fashion,150.0,3.65,0.1888,33,9,0,0.0,2,13.2,Credit Card,15.6,3,Medium,Budget,1,2,0
O001636,2025-01-15 21:05:34.538363,C03762,P02489,Home & Kitchen,987.64,4.14,0.1359,41,8,1,0.125,1,30.1,Credit Card,20.2,3,High,Mid,1,2,0
O001637,2025-01-15 21:18:40.798019,C07539,P01337,Fashion,386.5,3.58,0.2734,31,12,0,0.0,1,24.6,Credit Card,17.2,3,Medium,Budget,1,2,0
O001638,2025-01-15 21:31:47.057676,C05369,P01542,Fashion,366.71,3.5,0.2286,49,13,2,0.1538,1,17.6,UPI,19.1,4,Medium,Budget,1,2,0
O001639,2025-01-15 21:44:53.317332,C04888,P02390,Footwear,667.18,3.74,0.205,43,4,1,0.25,2,32.2,UPI,18.2,4,High,Mid,1,2,0
O001640,2025-01-15 21:57:59.576989,C00486,P00025,Footwear,521.36,4.58,0.249,28,6,2,0.3333,1,0.0,Credit Card,7.8,3,Low,Mid,1,2,0
O001641,2025-01-15 22:11:05.836645,C04108,P00114,Beauty,530.56,4.53,0.0591,57,5,1,0.2,1,17.1,Credit Card,21.7,3,Medium,Mid,1,2,0
O001642,2025-01-15 22:24:12.096302,C06825,P00486,Sports,387.94,3.09,0.1315,43,13,2,0.1538,2,1.9,COD,17.0,3,Low,Budget,1,2,0
O001643,2025-01-15 22:37:18.355958,C07240,P02302,Fashion,2863.6,3.77,0.1633,63,9,0,0.0,1,11.6,Credit Card,13.1,3,Medium,Premium,1,2,0
O001644,2025-01-15 22:50:24.615615,C05212,P01722,Fashion,730.71,4.22,0.2477,24,4,0,0.0,3,13.5,UPI,14.8,3,Medium,Mid,1,2,0
O001645,2025-01-15 23:03:30.875271,C04078,P00197,Footwear,321.89,3.95,0.1959,46,3,0,0.0,1,28.5,COD,12.3,3,High,Budget,1,2,1
O001646,2025-01-15 23:16:37.134928,C05212,P00379,Electronics,612.4,3.26,0.02,24,4,0,0.0,2,18.4,Debit Card,28.8,3,Medium,Mid,1,2,0
O001647,2025-01-15 23:29:43.394584,C07143,P01271,Home & Kitchen,1865.15,3.96,0.1398,64,8,4,0.5,1,16.9,COD,19.3,3,Medium,Premium,1,2,0
O001648,2025-01-15 23:42:49.654241,C00333,P01479,Fashion,1513.26,4.48,0.2295,32,17,4,0.2353,1,20.0,Debit Card,9.2,3,Medium,Premium,1,2,0
O001649,2025-01-15 23:55:55.913897,C04642,P02348,Books,6614.73,3.87,0.02,19,7,1,0.1429,2,19.0,UPI,12.4,3,Medium,Luxury,1,2,0
O001650,2025-01-16 00:09:02.173554,C01536,P00707,Electronics,1393.65,3.25,0.0867,19,10,2,0.2,1,2.3,Wallet,43.6,3,Low,Mid,1,3,0
O001651,2025-01-16 00:22:08.433210,C00935,P00182,Sports,427.16,3.87,0.1374,38,12,2,0.1667,1,0.0,UPI,4.5,3,Low,Budget,1,3,0
O001652,2025-01-16 00:35:14.692867,C03411,P00851,Fashion,1714.6,4.83,0.2213,21,7,4,0.5714,1,17.9,UPI,23.9,3,Medium,Premium,1,3,1
O001653,2025-01-16 00:48:20.952523,C06365,P02243,Footwear,3009.97,3.98,0.2587,56,7,0,0.0,1,3.9,COD,9.6,3,Low,Premium,1,3,0
O001654,2025-01-16 01:01:27.212180,C00561,P00393,Books,205.66,3.56,0.0501,43,10,3,0.3,1,25.6,Debit Card,36.5,2,High,Budget,1,3,0
O001655,2025-01-16 01:14:33.471836,C01587,P00222,Home & Kitchen,492.78,4.02,0.079,56,7,1,0.1429,2,34.3,Credit Card,10.4,3,High,Budget,1,3,0
O001656,2025-01-16 01:27:39.731493,C06016,P01210,Home & Kitchen,493.25,3.38,0.1058,23,8,2,0.25,1,22.8,COD,25.5,2,Medium,Budget,1,3,0
O001657,2025-01-16 01:40:45.991149,C01689,P01308,Electronics,8207.0,3.54,0.1098,62,13,4,0.3077,2,16.2,COD,9.8,3,Medium,Luxury,1,3,1
O001658,2025-01-16 01:53:52.250806,C03108,P01666,Beauty,1455.87,3.58,0.074,35,11,1,0.0909,1,30.9,UPI,12.3,2,High,Mid,1,3,0
O001659,2025-01-16 02:06:58.510462,C02561,P02431,Beauty,5436.55,4.1,0.1829,45,12,2,0.1667,1,0.0,UPI,10.1,3,Low,Luxury,1,3,0
O001660,2025-01-16 02:20:04.770119,C06168,P01431,Books,1266.66,4.72,0.0654,54,6,3,0.5,1,20.0,COD,12.9,3,Medium,Mid,1,3,0
O001661,2025-01-16 02:33:11.029775,C02780,P01590,Beauty,276.78,2.92,0.1026,20,5,0,0.0,1,2.5,UPI,44.0,4,Low,Budget,1,3,0
O001662,2025-01-16 02:46:17.289432,C01936,P02060,Home & Kitchen,721.99,4.44,0.1063,25,10,4,0.4,1,31.4,Credit Card,6.1,4,High,Mid,1,3,0
O001663,2025-01-16 02:59:23.549088,C00719,P00505,Sports,846.19,4.27,0.0733,29,4,0,0.0,1,15.8,COD,20.6,4,Medium,Mid,1,3,0
O001664,2025-01-16 03:12:29.808745,C07826,P01824,Beauty,2246.09,4.36,0.0949,58,6,0,0.0,1,8.1,Debit Card,12.7,3,Low,Premium,1,3,0
O001665,2025-01-16 03:25:36.068401,C07726,P01259,Electronics,1154.63,4.3,0.0956,49,8,0,0.0,1,7.4,COD,18.8,3,Low,Mid,1,3,0
O001666,2025-01-16 03:38:42.328058,C03824,P01212,Books,2789.46,4.3,0.0543,26,6,0,0.0,1,13.5,Debit Card,5.9,3,Medium,Premium,1,3,0
O001667,2025-01-16 03:51:48.587714,C07045,P01719,Home & Kitchen,2637.15,3.15,0.0782,57,8,1,0.125,3,28.0,Debit Card,3.1,4,High,Premium,1,3,0
O001668,2025-01-16 04:04:54.847371,C00227,P00894,Footwear,756.11,3.93,0.2027,56,7,3,0.4286,1,28.7,UPI,7.0,4,High,Mid,1,3,0
O001669,2025-01-16 04:18:01.107027,C04420,P01032,Home & Kitchen,1470.15,3.89,0.1261,22,8,1,0.125,1,27.0,Credit Card,3.7,2,High,Mid,1,3,0
O001670,2025-01-16 04:31:07.366684,C03807,P02324,Sports,1805.07,4.87,0.1128,22,4,1,0.25,1,16.8,Credit Card,4.1,4,Medium,Premium,1,3,0
O001671,2025-01-16 04:44:13.626340,C05037,P01430,Fashion,568.69,3.57,0.2581,60,6,0,0.0,3,14.1,Debit Card,8.0,4,Medium,Mid,1,3,0
O001672,2025-01-16 04:57:19.885997,C05145,P01645,Footwear,881.45,4.09,0.1839,48,5,2,0.4,2,15.8,UPI,26.6,3,Medium,Mid,1,3,1
O001673,2025-01-16 05:10:26.145653,C07147,P01416,Sports,1323.05,4.09,0.1836,59,4,1,0.25,2,33.0,UPI,43.5,5,High,Mid,1,3,0
O001674,2025-01-16 05:23:32.405310,C00927,P02364,Sports,311.87,5.0,0.102,43,8,1,0.125,1,30.7,UPI,14.4,2,High,Budget,1,3,0
O001675,2025-01-16 05:36:38.664966,C04754,P00405,Beauty,1437.22,3.67,0.1552,58,8,3,0.375,1,37.8,UPI,14.7,3,High,Mid,1,3,1
O001676,2025-01-16 05:49:44.924623,C00348,P00964,Home & Kitchen,773.57,4.51,0.1679,61,7,0,0.0,1,20.4,UPI,5.3,3,Medium,Mid,1,3,0
O001677,2025-01-16 06:02:51.184279,C07223,P01168,Electronics,1031.99,4.31,0.1251,36,12,7,0.5833,1,20.6,COD,14.9,3,Medium,Mid,1,3,0
O001678,2025-01-16 06:15:57.443936,C04009,P01183,Sports,701.91,4.19,0.1105,26,11,1,0.0909,1,9.9,Wallet,14.2,3,Low,Mid,1,3,0
O001679,2025-01-16 06:29:03.703592,C06728,P00494,Footwear,3452.04,3.36,0.2408,46,9,0,0.0,1,28.4,UPI,30.0,4,High,Premium,1,3,0
O001680,2025-01-16 06:42:09.963249,C04372,P00884,Fashion,1160.25,3.58,0.1952,25,5,2,0.4,1,14.5,Wallet,20.1,3,Medium,Mid,1,3,0
O001681,2025-01-16 06:55:16.222905,C07405,P00461,Beauty,2502.3,4.45,0.042,37,10,2,0.2,1,18.1,UPI,1.0,2,Medium,Premium,1,3,0
O001682,2025-01-16 07:08:22.482562,C03309,P02140,Footwear,1990.78,4.28,0.2867,19,6,1,0.1667,1,7.3,Credit Card,38.1,4,Low,Premium,1,3,1
O001683,2025-01-16 07:21:28.742218,C05358,P01357,Fashion,638.44,3.22,0.1937,53,15,0,0.0,2,12.7,UPI,28.1,4,Medium,Mid,1,3,0
O001684,2025-01-16 07:34:35.001875,C03984,P00833,Sports,602.86,4.67,0.1071,49,11,0,0.0,2,18.0,COD,34.2,4,Medium,Mid,1,3,0
O001685,2025-01-16 07:47:41.261531,C03026,P00783,Sports,407.75,4.1,0.1397,47,5,0,0.0,1,42.9,Debit Card,8.4,2,Very High,Budget,1,3,0
O001686,2025-01-16 08:00:47.521188,C07131,P01020,Footwear,511.72,3.9,0.2222,33,7,0,0.0,3,9.1,UPI,33.3,4,Low,Mid,1,3,0
O001687,2025-01-16 08:13:53.780844,C02367,P01073,Electronics,351.1,4.92,0.0568,33,8,2,0.25,1,19.4,UPI,4.0,1,Medium,Budget,1,3,0
O001688,2025-01-16 08:27:00.040501,C00935,P00970,Footwear,517.31,4.7,0.259,38,12,2,0.1667,1,21.9,COD,13.2,3,Medium,Mid,1,3,1
O001689,2025-01-16 08:40:06.300157,C07653,P00257,Fashion,744.5,3.87,0.2404,31,8,0,0.0,2,41.9,UPI,29.3,4,Very High,Mid,1,3,0
O001690,2025-01-16 08:53:12.559813,C07380,P02336,Footwear,2077.36,4.23,0.1757,35,6,2,0.3333,1,12.8,COD,7.7,3,Medium,Premium,1,3,0
O001691,2025-01-16 09:06:18.819470,C02408,P00107,Footwear,1461.61,4.44,0.2103,51,4,1,0.25,1,0.0,UPI,4.6,4,Low,Mid,1,3,1
O001692,2025-01-16 09:19:25.079126,C01569,P01213,Books,2724.62,3.77,0.02,60,8,2,0.25,2,37.4,UPI,18.3,4,High,Premium,1,3,0
O001693,2025-01-16 09:32:31.338783,C07746,P00775,Fashion,3739.82,3.53,0.1916,23,4,1,0.25,1,16.3,UPI,22.0,3,Medium,Premium,1,3,0
O001694,2025-01-16 09:45:37.598439,C04770,P01445,Home & Kitchen,705.75,3.86,0.1433,20,5,1,0.2,1,17.2,Credit Card,3.0,2,Medium,Mid,1,3,0
O001695,2025-01-16 09:58:43.858096,C04774,P01256,Fashion,1030.45,3.01,0.2571,64,9,1,0.1111,1,15.6,UPI,34.0,3,Medium,Mid,1,3,0
O001696,2025-01-16 10:11:50.117752,C03887,P01575,Fashion,937.38,3.94,0.1853,21,7,1,0.1429,1,0.0,Credit Card,4.4,2,Low,Mid,1,3,1
O001697,2025-01-16 10:24:56.377409,C00341,P01506,Footwear,595.3,3.32,0.2368,47,15,2,0.1333,1,30.3,Credit Card,15.6,2,High,Mid,1,3,0
O001698,2025-01-16 10:38:02.637065,C05960,P01535,Sports,1904.9,4.05,0.1518,59,9,1,0.1111,3,26.3,Wallet,25.5,4,High,Premium,1,3,0
O001699,2025-01-16 10:51:08.896722,C01314,P01691,Home & Kitchen,5275.32,4.07,0.1818,58,10,4,0.4,2,10.9,Credit Card,10.4,2,Medium,Luxury,1,3,0
O001700,2025-01-16 11:04:15.156378,C02742,P02120,Sports,905.87,4.08,0.0721,22,7,1,0.1429,1,16.6,Credit Card,3.3,1,Medium,Mid,1,3,0
O001701,2025-01-16 11:17:21.416035,C02633,P01142,Sports,1253.4,3.5,0.128,60,11,4,0.3636,2,12.0,Credit Card,23.2,3,Medium,Mid,1,3,0
O001702,2025-01-16 11:30:27.675691,C07704,P00831,Home & Kitchen,486.4,4.44,0.1387,31,9,1,0.1111,1,28.4,Credit Card,6.4,3,High,Budget,1,3,0
O001703,2025-01-16 11:43:33.935348,C01495,P00952,Home & Kitchen,985.25,3.78,0.1532,37,8,0,0.0,1,24.6,UPI,7.8,2,Medium,Mid,1,3,0
O001704,2025-01-16 11:56:40.195004,C00937,P00379,Electronics,612.4,3.26,0.02,25,3,0,0.0,2,17.6,UPI,17.9,4,Medium,Mid,1,3,0
O001705,2025-01-16 12:09:46.454661,C02167,P01957,Footwear,2247.36,4.62,0.2057,32,0,0,0.0,1,17.7,Wallet,10.7,3,Medium,Premium,1,3,1
O001706,2025-01-16 12:22:52.714317,C04842,P01270,Fashion,2612.45,3.59,0.3308,23,5,0,0.0,1,9.0,UPI,5.2,3,Low,Premium,1,3,0
O001707,2025-01-16 12:35:58.973974,C05713,P01437,Fashion,508.55,3.33,0.2384,39,11,0,0.0,2,0.0,Debit Card,11.3,3,Low,Mid,1,3,0
O001708,2025-01-16 12:49:05.233630,C04287,P02402,Electronics,707.38,4.26,0.1129,51,11,1,0.0909,1,29.5,Credit Card,5.0,3,High,Mid,1,3,0
O001709,2025-01-16 13:02:11.493287,C04813,P00747,Home & Kitchen,738.71,3.8,0.1103,42,8,0,0.0,3,35.5,UPI,16.1,3,High,Mid,1,3,0
O001710,2025-01-16 13:15:17.752943,C00111,P00548,Home & Kitchen,882.14,3.73,0.1031,31,3,1,0.3333,1,13.3,Debit Card,15.0,3,Medium,Mid,1,3,0
O001711,2025-01-16 13:28:24.012600,C00088,P01107,Beauty,1210.04,4.5,0.0709,32,10,1,0.1,1,26.6,Credit Card,4.4,1,High,Mid,1,3,0
O001712,2025-01-16 13:41:30.272256,C01295,P01480,Home & Kitchen,856.46,3.93,0.1676,62,7,0,0.0,1,28.1,Debit Card,8.5,3,High,Mid,1,3,0
O001713,2025-01-16 13:54:36.531913,C04408,P01182,Sports,1060.22,3.63,0.1129,26,10,0,0.0,1,22.3,Debit Card,9.9,3,Medium,Mid,1,3,1
O001714,2025-01-16 14:07:42.791569,C07550,P02057,Beauty,557.97,4.52,0.0553,55,5,0,0.0,1,27.5,UPI,38.5,4,High,Mid,1,3,0
O001715,2025-01-16 14:20:49.051226,C01449,P02164,Footwear,921.91,4.39,0.1837,52,6,1,0.1667,1,14.8,Debit Card,21.2,2,Medium,Mid,1,3,0
O001716,2025-01-16 14:33:55.310882,C03803,P01230,Electronics,308.97,3.31,0.1462,55,5,0,0.0,1,6.6,UPI,11.4,3,Low,Budget,1,3,0
O001717,2025-01-16 14:47:01.570539,C06784,P00531,Books,707.03,3.9,0.0648,50,12,5,0.4167,4,15.2,COD,7.3,3,Medium,Mid,1,3,0
O001718,2025-01-16 15:00:07.830195,C02426,P01967,Books,274.97,3.39,0.0708,44,10,0,0.0,1,18.4,COD,25.6,2,Medium,Budget,1,3,1
O001719,2025-01-16 15:13:14.089852,C07577,P02315,Footwear,272.21,3.75,0.2143,61,5,1,0.2,1,4.7,Credit Card,37.6,2,Low,Budget,1,3,1
O001720,2025-01-16 15:26:20.349508,C03522,P01538,Electronics,426.67,4.21,0.0328,33,8,2,0.25,3,12.8,Debit Card,15.8,3,Medium,Budget,1,3,0
O001721,2025-01-16 15:39:26.609165,C03016,P01522,Sports,3694.11,4.3,0.1342,39,10,2,0.2,1,17.2,COD,18.1,4,Medium,Premium,1,3,0
O001722,2025-01-16 15:52:32.868821,C00762,P00791,Sports,3059.7,4.18,0.0885,43,8,0,0.0,2,6.2,UPI,5.5,2,Low,Premium,1,3,0
O001723,2025-01-16 16:05:39.128478,C07278,P00823,Sports,1393.36,4.58,0.1346,55,7,1,0.1429,4,25.0,UPI,10.3,3,Medium,Mid,1,3,0
O001724,2025-01-16 16:18:45.388134,C07476,P02336,Footwear,2077.36,4.23,0.1757,52,12,4,0.3333,1,20.0,Credit Card,2.7,3,Medium,Premium,1,3,0
O001725,2025-01-16 16:31:51.647791,C01351,P00018,Fashion,1108.89,4.02,0.2853,20,8,0,0.0,2,4.8,Credit Card,12.0,3,Low,Mid,1,3,0
O001726,2025-01-16 16:44:57.907447,C02860,P00678,Fashion,1358.44,3.53,0.2689,38,8,1,0.125,2,19.5,COD,20.8,3,Medium,Mid,1,3,0
O001727,2025-01-16 16:58:04.167104,C06179,P01721,Home & Kitchen,864.39,3.74,0.1918,55,5,0,0.0,1,0.6,Credit Card,8.4,3,Low,Mid,1,3,0
O001728,2025-01-16 17:11:10.426760,C05823,P01130,Electronics,952.71,3.72,0.0898,58,6,1,0.1667,1,19.1,Credit Card,23.5,3,Medium,Mid,1,3,0
O001729,2025-01-16 17:24:16.686417,C07640,P00122,Home & Kitchen,7398.21,3.89,0.1502,57,9,1,0.1111,1,25.6,Credit Card,4.2,3,High,Luxury,1,3,0
O001730,2025-01-16 17:37:22.946073,C00511,P02196,Footwear,1486.02,3.84,0.2085,64,13,2,0.1538,2,18.1,Credit Card,12.8,3,Medium,Mid,1,3,0
O001731,2025-01-16 17:50:29.205730,C00738,P01263,Electronics,1377.09,3.56,0.0585,33,13,2,0.1538,4,14.7,Credit Card,13.4,3,Medium,Mid,1,3,0
O001732,2025-01-16 18:03:35.465386,C06407,P01137,Sports,5394.26,4.23,0.1781,52,8,3,0.375,1,23.0,UPI,31.4,5,Medium,Luxury,1,3,0
O001733,2025-01-16 18:16:41.725043,C06033,P01617,Electronics,1152.9,4.48,0.1125,54,5,0,0.0,2,33.0,COD,11.3,4,High,Mid,1,3,1
O001734,2025-01-16 18:29:47.984699,C03082,P01905,Electronics,2767.47,4.1,0.1144,56,6,2,0.3333,1,15.5,COD,17.8,3,Medium,Premium,1,3,0
O001735,2025-01-16 18:42:54.244356,C00230,P00360,Home & Kitchen,5108.42,3.45,0.1219,26,10,3,0.3,1,15.5,UPI,10.2,3,Medium,Luxury,1,3,0
O001736,2025-01-16 18:56:00.504012,C04400,P01108,Fashion,1169.15,4.13,0.246,49,8,2,0.25,1,11.6,Wallet,9.0,3,Medium,Mid,1,3,0
O001737,2025-01-16 19:09:06.763669,C02512,P02065,Footwear,646.97,4.26,0.2447,58,11,7,0.6364,2,4.6,COD,6.1,3,Low,Mid,1,3,0
O001738,2025-01-16 19:22:13.023325,C06806,P01270,Fashion,2612.45,3.59,0.3308,42,13,0,0.0,1,10.9,UPI,7.4,3,Medium,Premium,1,3,0
O001739,2025-01-16 19:35:19.282982,C05229,P01344,Home & Kitchen,195.93,3.83,0.127,22,7,1,0.1429,1,0.0,Debit Card,1.7,3,Low,Budget,1,3,0
O001740,2025-01-16 19:48:25.542638,C04387,P02060,Home & Kitchen,721.99,4.44,0.1063,30,8,1,0.125,1,25.7,Credit Card,15.3,4,High,Mid,1,3,0
O001741,2025-01-16 20:01:31.802295,C06395,P00592,Electronics,484.31,3.96,0.0615,45,9,1,0.1111,1,4.3,Debit Card,27.8,3,Low,Budget,1,3,0
O001742,2025-01-16 20:14:38.061951,C05951,P01754,Home & Kitchen,2717.11,3.84,0.1055,36,8,2,0.25,1,11.3,Credit Card,10.4,3,Medium,Premium,1,3,0
O001743,2025-01-16 20:27:44.321608,C00039,P00479,Footwear,1101.19,3.37,0.235,31,10,3,0.3,2,13.0,COD,9.1,3,Medium,Mid,1,3,1
O001744,2025-01-16 20:40:50.581264,C00239,P02136,Footwear,881.62,3.86,0.2702,32,7,1,0.1429,4,6.7,Credit Card,17.6,4,Low,Mid,1,3,0
O001745,2025-01-16 20:53:56.840921,C06597,P00928,Electronics,539.63,4.06,0.0531,58,14,4,0.2857,1,27.7,Credit Card,41.3,5,High,Mid,1,3,1
O001746,2025-01-16 21:07:03.100577,C04320,P01008,Fashion,2301.57,3.84,0.2642,19,6,3,0.5,1,23.9,Credit Card,1.3,3,Medium,Premium,1,3,1
O001747,2025-01-16 21:20:09.360234,C05386,P01042,Fashion,450.02,4.28,0.2335,59,4,2,0.5,1,11.6,Debit Card,5.7,1,Medium,Budget,1,3,0
O001748,2025-01-16 21:33:15.619890,C03764,P00699,Footwear,1078.85,3.76,0.1967,47,7,1,0.1429,1,15.3,Credit Card,1.1,2,Medium,Mid,1,3,1
O001749,2025-01-16 21:46:21.879546,C04498,P01147,Books,240.36,4.95,0.0719,36,9,1,0.1111,1,17.9,UPI,8.7,2,Medium,Budget,1,3,0
O001750,2025-01-16 21:59:28.139203,C02798,P02253,Footwear,7705.96,4.09,0.1996,44,9,2,0.2222,2,5.1,COD,27.4,3,Low,Luxury,1,3,0
O001751,2025-01-16 22:12:34.398859,C05777,P00603,Electronics,2683.73,3.99,0.0638,36,9,1,0.1111,2,30.2,COD,19.2,2,High,Premium,1,3,0
O001752,2025-01-16 22:25:40.658516,C00910,P00590,Home & Kitchen,837.4,4.69,0.1489,22,9,2,0.2222,1,32.8,UPI,25.8,3,High,Mid,1,3,0
O001753,2025-01-16 22:38:46.918172,C00291,P01297,Home & Kitchen,1414.07,4.47,0.0917,55,6,1,0.1667,1,41.4,UPI,25.9,3,Very High,Mid,1,3,1
O001754,2025-01-16 22:51:53.177829,C00200,P00185,Fashion,1234.33,3.46,0.2216,63,9,3,0.3333,2,23.6,Credit Card,23.5,2,Medium,Mid,1,3,1
O001755,2025-01-16 23:04:59.437485,C03510,P01273,Beauty,861.09,3.64,0.0317,34,10,3,0.3,2,0.0,COD,11.1,3,Low,Mid,1,3,0
O001756,2025-01-16 23:18:05.697142,C03721,P01354,Home & Kitchen,584.62,4.08,0.1072,48,7,2,0.2857,3,0.0,COD,13.2,3,Low,Mid,1,3,0
O001757,2025-01-16 23:31:11.956798,C03813,P00601,Home & Kitchen,476.6,3.86,0.0568,49,6,3,0.5,1,21.1,UPI,9.1,3,Medium,Budget,1,3,0
O001758,2025-01-16 23:44:18.216455,C02703,P01530,Footwear,1937.73,4.24,0.1663,28,9,3,0.3333,2,21.4,Credit Card,18.5,4,Medium,Premium,1,3,1
O001759,2025-01-16 23:57:24.476111,C01043,P01034,Fashion,654.32,3.5,0.2852,37,6,0,0.0,1,16.1,Credit Card,14.9,3,Medium,Mid,1,3,0
O001760,2025-01-17 00:10:30.735768,C00175,P00146,Fashion,4009.18,2.93,0.2823,50,6,2,0.3333,1,0.0,Debit Card,7.8,3,Low,Premium,1,4,0
O001761,2025-01-17 00:23:36.995424,C00966,P00770,Electronics,634.23,4.1,0.084,45,5,0,0.0,1,19.0,COD,13.1,2,Medium,Mid,1,4,0
O001762,2025-01-17 00:36:43.255081,C06354,P00419,Sports,924.1,3.9,0.0505,58,11,5,0.4545,1,29.7,UPI,8.0,4,High,Mid,1,4,0
O001763,2025-01-17 00:49:49.514737,C00093,P01070,Sports,1375.44,4.05,0.1079,57,8,0,0.0,1,7.6,COD,8.8,2,Low,Mid,1,4,0
O001764,2025-01-17 01:02:55.774394,C07470,P00071,Electronics,2786.3,4.17,0.1471,25,10,1,0.1,1,21.8,UPI,14.9,3,Medium,Premium,1,4,0
O001765,2025-01-17 01:16:02.034050,C03641,P01498,Electronics,1269.27,4.56,0.06,51,11,1,0.0909,2,0.0,UPI,16.1,2,Low,Mid,1,4,0
O001766,2025-01-17 01:29:08.293707,C00603,P02241,Fashion,535.51,4.01,0.2331,52,13,2,0.1538,1,23.1,Credit Card,26.9,3,Medium,Mid,1,4,0
