order_id,order_date,actual_returned,return_probability,risk_level,recommended_action,intervention_threshold,monitor_threshold,expected_avoided_return_cost,intervention_cost,net_expected_value
O032228,2025-10-21 06:33:09.949748,0,0.143336836575728,MEDIUM,MONITOR,0.21,0.1,68.80168155634944,100.0,-31.198318443650564
O032229,2025-10-21 06:46:16.209405,1,0.1318069508925749,MEDIUM,MONITOR,0.21,0.1,63.26733642843595,100.0,-36.73266357156405
O032230,2025-10-21 06:59:22.469061,0,0.3139958419762796,HIGH,INTERVENE,0.21,0.1,150.7180041486142,100.0,50.7180041486142
O032231,2025-10-21 07:12:28.728718,0,0.1772592808602782,MEDIUM,MONITOR,0.21,0.1,85.08445481293353,100.0,-14.91554518706647
O032232,2025-10-21 07:25:34.988374,1,0.2912538870254053,HIGH,INTERVENE,0.21,0.1,139.80186577219453,100.0,39.80186577219453
O032233,2025-10-21 07:38:41.248031,0,0.5104001409348417,HIGH,INTERVENE,0.21,0.1,244.99206764872397,100.0,144.99206764872397
O032234,2025-10-21 07:51:47.507687,1,0.5875543854137549,HIGH,INTERVENE,0.21,0.1,282.02610499860236,100.0,182.02610499860236
O032235,2025-10-21 08:04:53.767344,0,0.3696417847922238,HIGH,INTERVENE,0.21,0.1,177.42805670026743,100.0,77.42805670026743
O032236,2025-10-21 08:18:00.027000,0,0.0774360070281472,LOW,NO_ACTION,0.21,0.1,37.16928337351065,100.0,-62.83071662648935
O032237,2025-10-21 08:31:06.286657,1,0.225579020433664,HIGH,INTERVENE,0.21,0.1,108.27792980815872,100.0,8.277929808158717
O032238,2025-10-21 08:44:12.546313,1,0.1474145126346158,MEDIUM,MONITOR,0.21,0.1,70.75896606461558,100.0,-29.241033935384422
O032239,2025-10-21 08:57:18.805970,1,0.0913181487479002,LOW,NO_ACTION,0.21,0.1,43.832711398992096,100.0,-56.167288601007904
O032240,2025-10-21 09:10:25.065626,1,0.0645771257175386,LOW,NO_ACTION,0.21,0.1,30.997020344418523,100.0,-69.00297965558147
O032241,2025-10-21 09:23:31.325283,0,0.0747718283898854,LOW,NO_ACTION,0.21,0.1,35.89047762714499,100.0,-64.10952237285501
O032242,2025-10-21 09:36:37.584939,0,0.1663394196337063,MEDIUM,MONITOR,0.21,0.1,79.84292142417902,100.0,-20.157078575820975
O032243,2025-10-21 09:49:43.844596,0,0.1339900335649267,MEDIUM,MONITOR,0.21,0.1,64.3152161111648,100.0,-35.6847838888352
O032244,2025-10-21 10:02:50.104252,0,0.1876246992642746,MEDIUM,MONITOR,0.21,0.1,90.0598556468518,100.0,-9.940144353148199
O032245,2025-10-21 10:15:56.363909,0,0.1067480263168622,MEDIUM,MONITOR,0.21,0.1,51.23905263209385,100.0,-48.76094736790615
O032246,2025-10-21 10:29:02.623565,0,0.1360726764911979,MEDIUM,MONITOR,0.21,0.1,65.314884715775,100.0,-34.685115284225006
O032247,2025-10-21 10:42:08.883222,0,0.1090324493043403,MEDIUM,MONITOR,0.21,0.1,52.33557566608334,100.0,-47.66442433391666
O032248,2025-10-21 10:55:15.142878,1,0.2527095162162054,HIGH,INTERVENE,0.21,0.1,121.3005677837786,100.0,21.300567783778604
O032249,2025-10-21 11:08:21.402535,0,0.2124698498723437,HIGH,INTERVENE,0.21,0.1,101.98552793872497,100.0,1.985527938724971
O032250,2025-10-21 11:21:27.662191,0,0.0985587525329834,LOW,NO_ACTION,0.21,0.1,47.308201215832035,100.0,-52.691798784167965
O032251,2025-10-21 11:34:33.921848,0,0.225400896641752,HIGH,INTERVENE,0.21,0.1,108.19243038804096,100.0,8.192430388040961
O032252,2025-10-21 11:47:40.181504,1,0.1278148235662214,MEDIUM,MONITOR,0.21,0.1,61.351115311786266,100.0,-38.648884688213734
O032253,2025-10-21 12:00:46.441161,0,0.5131470250440592,HIGH,INTERVENE,0.21,0.1,246.3105720211484,100.0,146.3105720211484
O032254,2025-10-21 12:13:52.700817,0,0.1294811063238648,MEDIUM,MONITOR,0.21,0.1,62.1509310354551,100.0,-37.8490689645449
O032255,2025-10-21 12:26:58.960474,0,0.1385095138585027,MEDIUM,MONITOR,0.21,0.1,66.48456665208128,100.0,-33.515433347918716
O032256,2025-10-21 12:40:05.220130,0,0.443919198465335,HIGH,INTERVENE,0.21,0.1,213.0812152633608,100.0,113.0812152633608
O032257,2025-10-21 12:53:11.479786,0,0.3432185699342966,HIGH,INTERVENE,0.21,0.1,164.74491356846238,100.0,64.74491356846238
O032258,2025-10-21 13:06:17.739443,0,0.2834279352564112,HIGH,INTERVENE,0.21,0.1,136.04540892307736,100.0,36.04540892307736
O032259,2025-10-21 13:19:23.999099,0,0.1747483858757983,MEDIUM,MONITOR,0.21,0.1,83.87922522038318,100.0,-16.120774779616823
O032260,2025-10-21 13:32:30.258756,0,0.1376676217265797,MEDIUM,MONITOR,0.21,0.1,66.08045842875826,100.0,-33.91954157124174
O032261,2025-10-21 13:45:36.518412,0,0.2563945049510076,HIGH,INTERVENE,0.21,0.1,123.06936237648362,100.0,23.069362376483625
O032262,2025-10-21 13:58:42.778069,0,0.1033116295357687,MEDIUM,MONITOR,0.21,0.1,49.58958217716897,100.0,-50.41041782283103
O032263,2025-10-21 14:11:49.037725,0,0.2213068435110818,HIGH,INTERVENE,0.21,0.1,106.22728488531925,100.0,6.22728488531925
O032264,2025-10-21 14:24:55.297382,0,0.3707903973912659,HIGH,INTERVENE,0.21,0.1,177.97939074780763,100.0,77.97939074780763
O032265,2025-10-21 14:38:01.557038,0,0.102126513537567,MEDIUM,MONITOR,0.21,0.1,49.02072649803216,100.0,-50.97927350196784
O032266,2025-10-21 14:51:07.816695,0,0.1793629636273859,MEDIUM,MONITOR,0.21,0.1,86.09422254114524,100.0,-13.905777458854757
O032267,2025-10-21 15:04:14.076351,0,0.1899393638749011,MEDIUM,MONITOR,0.21,0.1,91.17089465995252,100.0,-8.829105340047477
O032268,2025-10-21 15:17:20.336008,0,0.1084875191192733,MEDIUM,MONITOR,0.21,0.1,52.07400917725118,100.0,-47.92599082274882
O032269,2025-10-21 15:30:26.595664,1,0.1569380684559312,MEDIUM,MONITOR,0.21,0.1,75.33027285884697,100.0,-24.669727141153032
O032270,2025-10-21 15:43:32.855321,0,0.4981517467401596,HIGH,INTERVENE,0.21,0.1,239.11283843527661,100.0,139.11283843527661
O032271,2025-10-21 15:56:39.114977,0,0.0861641397301701,LOW,NO_ACTION,0.21,0.1,41.358787070481654,100.0,-58.641212929518346
O032272,2025-10-21 16:09:45.374634,0,0.1413006235263625,MEDIUM,MONITOR,0.21,0.1,67.824299292654,100.0,-32.175700707345996
O032273,2025-10-21 16:22:51.634290,0,0.3661947076627898,HIGH,INTERVENE,0.21,0.1,175.7734596781391,100.0,75.77345967813909
O032274,2025-10-21 16:35:57.893947,0,0.2085617380148087,MEDIUM,MONITOR,0.21,0.1,100.10963424710818,100.0,0.10963424710817549
O032275,2025-10-21 16:49:04.153603,0,0.381599135030117,HIGH,INTERVENE,0.21,0.1,183.16758481445615,100.0,83.16758481445615
O032276,2025-10-21 17:02:10.413260,0,0.2636408830547957,HIGH,INTERVENE,0.21,0.1,126.54762386630193,100.0,26.547623866301933
O032277,2025-10-21 17:15:16.672916,0,0.1731707615202969,MEDIUM,MONITOR,0.21,0.1,83.1219655297425,100.0,-16.878034470257504
O032278,2025-10-21 17:28:22.932573,0,0.1503156171694418,MEDIUM,MONITOR,0.21,0.1,72.15149624133207,100.0,-27.84850375866793
O032279,2025-10-21 17:41:29.192229,1,0.1203345176147538,MEDIUM,MONITOR,0.21,0.1,57.76056845508183,100.0,-42.23943154491817
O032280,2025-10-21 17:54:35.451886,1,0.1061640271223449,MEDIUM,MONITOR,0.21,0.1,50.95873301872555,100.0,-49.04126698127445
O032281,2025-10-21 18:07:41.711542,1,0.3682839587808589,HIGH,INTERVENE,0.21,0.1,176.77630021481227,100.0,76.77630021481227
O032282,2025-10-21 18:20:47.971199,1,0.222112842066552,HIGH,INTERVENE,0.21,0.1,106.61416419194497,100.0,6.614164191944965
O032283,2025-10-21 18:33:54.230855,0,0.558325414198928,HIGH,INTERVENE,0.21,0.1,267.99619881548546,100.0,167.99619881548546
O032284,2025-10-21 18:47:00.490512,1,0.5152668654531123,HIGH,INTERVENE,0.21,0.1,247.3280954174939,100.0,147.3280954174939
O032285,2025-10-21 19:00:06.750168,1,0.1276079345060356,MEDIUM,MONITOR,0.21,0.1,61.25180856289709,100.0,-38.74819143710291
O032286,2025-10-21 19:13:13.009825,1,0.2197865203949505,HIGH,INTERVENE,0.21,0.1,105.49752978957623,100.0,5.497529789576234
O032287,2025-10-21 19:26:19.269481,0,0.1290606605242659,MEDIUM,MONITOR,0.21,0.1,61.949117051647626,100.0,-38.050882948352374
O032288,2025-10-21 19:39:25.529138,0,0.2070225593051198,MEDIUM,MONITOR,0.21,0.1,99.37082846645751,100.0,-0.6291715335424897
O032289,2025-10-21 19:52:31.788794,1,0.1013336823517996,MEDIUM,MONITOR,0.21,0.1,48.640167528863806,100.0,-51.359832471136194
O032290,2025-10-21 20:05:38.048451,0,0.1229547459014092,MEDIUM,MONITOR,0.21,0.1,59.01827803267642,100.0,-40.98172196732358
O032291,2025-10-21 20:18:44.308107,0,0.2509631897366436,HIGH,INTERVENE,0.21,0.1,120.46233107358893,100.0,20.462331073588928
O032292,2025-10-21 20:31:50.567764,0,0.3337346289278649,HIGH,INTERVENE,0.21,0.1,160.19262188537513,100.0,60.19262188537513
O032293,2025-10-21 20:44:56.827420,0,0.1162131124239582,MEDIUM,MONITOR,0.21,0.1,55.78229396349993,100.0,-44.21770603650007
O032294,2025-10-21 20:58:03.087077,1,0.3670626745397107,HIGH,INTERVENE,0.21,0.1,176.19008377906113,100.0,76.19008377906113
O032295,2025-10-21 21:11:09.346733,0,0.4576520680553942,HIGH,INTERVENE,0.21,0.1,219.6729926665892,100.0,119.67299266658921
O032296,2025-10-21 21:24:15.606390,0,0.1256445129251711,MEDIUM,MONITOR,0.21,0.1,60.309366204082124,100.0,-39.690633795917876
O032297,2025-10-21 21:37:21.866046,0,0.1586405963376072,MEDIUM,MONITOR,0.21,0.1,76.14748624205144,100.0,-23.852513757948557
O032298,2025-10-21 21:50:28.125703,1,0.0730671485240145,LOW,NO_ACTION,0.21,0.1,35.072231291526954,100.0,-64.92776870847305
O032299,2025-10-21 22:03:34.385359,1,0.2087905661047737,MEDIUM,MONITOR,0.21,0.1,100.21947173029137,100.0,0.21947173029137446
O032300,2025-10-21 22:16:40.645016,1,0.1025596008541972,MEDIUM,MONITOR,0.21,0.1,49.22860841001465,100.0,-50.77139158998535
O032301,2025-10-21 22:29:46.904672,0,0.1067497783553952,MEDIUM,MONITOR,0.21,0.1,51.23989361058969,100.0,-48.76010638941031
O032302,2025-10-21 22:42:53.164329,0,0.1087893526262312,MEDIUM,MONITOR,0.21,0.1,52.21888926059097,100.0,-47.78111073940903
O032303,2025-10-21 22:55:59.423985,1,0.130333180138342,MEDIUM,MONITOR,0.21,0.1,62.55992646640416,100.0,-37.44007353359584
O032304,2025-10-21 23:09:05.683642,0,0.1884516550770866,MEDIUM,MONITOR,0.21,0.1,90.45679443700156,100.0,-9.543205562998438
O032305,2025-10-21 23:22:11.943298,0,0.0784869420921673,LOW,NO_ACTION,0.21,0.1,37.67373220424031,100.0,-62.32626779575969
O032306,2025-10-21 23:35:18.202955,0,0.108516078368473,MEDIUM,MONITOR,0.21,0.1,52.08771761686704,100.0,-47.91228238313296
O032307,2025-10-21 23:48:24.462611,0,0.3263754748327421,HIGH,INTERVENE,0.21,0.1,156.66022791971622,100.0,56.66022791971622
O032308,2025-10-22 00:01:30.722268,0,0.123658950702332,MEDIUM,MONITOR,0.21,0.1,59.35629633711936,100.0,-40.64370366288064
O032309,2025-10-22 00:14:36.981924,0,0.1799730913166348,MEDIUM,MONITOR,0.21,0.1,86.3870838319847,100.0,-13.612916168015303
O032310,2025-10-22 00:27:43.241581,0,0.082203082540343,LOW,NO_ACTION,0.21,0.1,39.45747961936464,100.0,-60.54252038063536
O032311,2025-10-22 00:40:49.501237,0,0.1165269250142874,MEDIUM,MONITOR,0.21,0.1,55.932924006857945,100.0,-44.067075993142055
O032312,2025-10-22 00:53:55.760894,0,0.1423088175764162,MEDIUM,MONITOR,0.21,0.1,68.30823243667977,100.0,-31.691767563320226
O032313,2025-10-22 01:07:02.020550,0,0.0574421856266162,LOW,NO_ACTION,0.21,0.1,27.572249100775775,100.0,-72.42775089922422
O032314,2025-10-22 01:20:08.280207,0,0.3230819167449272,HIGH,INTERVENE,0.21,0.1,155.07932003756505,100.0,55.079320037565054
O032315,2025-10-22 01:33:14.539863,0,0.1424330778216977,MEDIUM,MONITOR,0.21,0.1,68.3678773544149,100.0,-31.6321226455851
O032316,2025-10-22 01:46:20.799519,0,0.3745420631911224,HIGH,INTERVENE,0.21,0.1,179.78019033173874,100.0,79.78019033173874
O032317,2025-10-22 01:59:27.059176,1,0.1923133343785417,MEDIUM,MONITOR,0.21,0.1,92.3104005017,100.0,-7.689599498299998
O032318,2025-10-22 02:12:33.318832,1,0.3310155020470113,HIGH,INTERVENE,0.21,0.1,158.8874409825654,100.0,58.88744098256541
O032319,2025-10-22 02:25:39.578489,0,0.1306117365220567,MEDIUM,MONITOR,0.21,0.1,62.69363353058722,100.0,-37.30636646941278
O032320,2025-10-22 02:38:45.838145,0,0.0814441887835763,LOW,NO_ACTION,0.21,0.1,39.09321061611662,100.0,-60.90678938388338
O032321,2025-10-22 02:51:52.097802,0,0.0917323915336641,LOW,NO_ACTION,0.21,0.1,44.031547936158766,100.0,-55.968452063841234
O032322,2025-10-22 03:04:58.357458,0,0.2018771871769621,MEDIUM,MONITOR,0.21,0.1,96.9010498449418,100.0,-3.098950155058205
O032323,2025-10-22 03:18:04.617115,0,0.1361937785169778,MEDIUM,MONITOR,0.21,0.1,65.37301368814936,100.0,-34.626986311850644
O032324,2025-10-22 03:31:10.876771,0,0.1863725301389608,MEDIUM,MONITOR,0.21,0.1,89.45881446670117,100.0,-10.54118553329883
O032325,2025-10-22 03:44:17.136428,0,0.1377064604060239,MEDIUM,MONITOR,0.21,0.1,66.09910099489149,100.0,-33.90089900510851
O032326,2025-10-22 03:57:23.396084,0,0.2022159709606791,MEDIUM,MONITOR,0.21,0.1,97.06366606112596,100.0,-2.936333938874043
O032327,2025-10-22 04:10:29.655741,0,0.4447230205027535,HIGH,INTERVENE,0.21,0.1,213.46704984132168,100.0,113.46704984132168
O032328,2025-10-22 04:23:35.915397,0,0.2244118567969157,HIGH,INTERVENE,0.21,0.1,107.71769126251954,100.0,7.717691262519537
O032329,2025-10-22 04:36:42.175054,1,0.2010973995990478,MEDIUM,MONITOR,0.21,0.1,96.52675180754294,100.0,-3.4732481924570635
O032330,2025-10-22 04:49:48.434710,0,0.2294763528995868,HIGH,INTERVENE,0.21,0.1,110.14864939180164,100.0,10.14864939180164
O032331,2025-10-22 05:02:54.694367,0,0.228014740892207,HIGH,INTERVENE,0.21,0.1,109.44707562825936,100.0,9.447075628259356
O032332,2025-10-22 05:16:00.954023,0,0.250201702349958,HIGH,INTERVENE,0.21,0.1,120.09681712797982,100.0,20.09681712797982
O032333,2025-10-22 05:29:07.213680,0,0.3185651047187272,HIGH,INTERVENE,0.21,0.1,152.91125026498904,100.0,52.911250264989036
O032334,2025-10-22 05:42:13.473336,0,0.2692415161463835,HIGH,INTERVENE,0.21,0.1,129.23592775026407,100.0,29.235927750264068
O032335,2025-10-22 05:55:19.732993,1,0.3828229847584964,HIGH,INTERVENE,0.21,0.1,183.75503268407826,100.0,83.75503268407826
O032336,2025-10-22 06:08:25.992649,0,0.2812125325428865,HIGH,INTERVENE,0.21,0.1,134.98201562058549,100.0,34.982015620585486
O032337,2025-10-22 06:21:32.252306,0,0.1412168185681764,MEDIUM,MONITOR,0.21,0.1,67.78407291272467,100.0,-32.21592708727533
O032338,2025-10-22 06:34:38.511962,0,0.302640540131811,HIGH,INTERVENE,0.21,0.1,145.2674592632693,100.0,45.2674592632693
O032339,2025-10-22 06:47:44.771619,0,0.1128558155811542,MEDIUM,MONITOR,0.21,0.1,54.170791478954015,100.0,-45.829208521045985
O032340,2025-10-22 07:00:51.031275,1,0.1732109486616929,MEDIUM,MONITOR,0.21,0.1,83.1412553576126,100.0,-16.858744642387407
O032341,2025-10-22 07:13:57.290932,0,0.1220751873719342,MEDIUM,MONITOR,0.21,0.1,58.59608993852841,100.0,-41.40391006147159
O032342,2025-10-22 07:27:03.550588,0,0.1060449878192632,MEDIUM,MONITOR,0.21,0.1,50.901594153246336,100.0,-49.098405846753664
O032343,2025-10-22 07:40:09.810245,0,0.2790433851388389,HIGH,INTERVENE,0.21,0.1,133.94082486664269,100.0,33.940824866642686
O032344,2025-10-22 07:53:16.069901,1,0.0882280659828217,LOW,NO_ACTION,0.21,0.1,42.349471671754415,100.0,-57.650528328245585
O032345,2025-10-22 08:06:22.329558,0,0.2702644875288155,HIGH,INTERVENE,0.21,0.1,129.72695401383143,100.0,29.72695401383143
O032346,2025-10-22 08:19:28.589214,0,0.2531132353348047,HIGH,INTERVENE,0.21,0.1,121.49435296070624,100.0,21.494352960706237
O032347,2025-10-22 08:32:34.848871,0,0.2994392225696954,HIGH,INTERVENE,0.21,0.1,143.7308268334538,100.0,43.73082683345379
O032348,2025-10-22 08:45:41.108527,0,0.1321549733134222,MEDIUM,MONITOR,0.21,0.1,63.43438719044266,100.0,-36.56561280955734
O032349,2025-10-22 08:58:47.368184,0,0.1668367345002224,MEDIUM,MONITOR,0.21,0.1,80.08163256010675,100.0,-19.918367439893245
O032350,2025-10-22 09:11:53.627840,0,0.1422193907219955,MEDIUM,MONITOR,0.21,0.1,68.26530754655784,100.0,-31.734692453442165
O032351,2025-10-22 09:24:59.887497,0,0.2232606977715679,HIGH,INTERVENE,0.21,0.1,107.16513493035258,100.0,7.165134930352579
O032352,2025-10-22 09:38:06.147153,0,0.2672517913260537,HIGH,INTERVENE,0.21,0.1,128.28085983650575,100.0,28.280859836505755
O032353,2025-10-22 09:51:12.406810,0,0.138605411870962,MEDIUM,MONITOR,0.21,0.1,66.53059769806177,100.0,-33.46940230193823
O032354,2025-10-22 10:04:18.666466,0,0.1505241718934946,MEDIUM,MONITOR,0.21,0.1,72.2516025088774,100.0,-27.748397491122603
O032355,2025-10-22 10:17:24.926123,0,0.1326546686020932,MEDIUM,MONITOR,0.21,0.1,63.674240929004746,100.0,-36.325759070995254
O032356,2025-10-22 10:30:31.185779,0,0.1708394139843063,MEDIUM,MONITOR,0.21,0.1,82.00291871246702,100.0,-17.99708128753298
O032357,2025-10-22 10:43:37.445436,0,0.1102580788476349,MEDIUM,MONITOR,0.21,0.1,52.923877846864755,100.0,-47.076122153135245
O032358,2025-10-22 10:56:43.705092,0,0.096848760319963,LOW,NO_ACTION,0.21,0.1,46.48740495358224,100.0,-53.51259504641776
O032359,2025-10-22 11:09:49.964749,0,0.1751248759532127,MEDIUM,MONITOR,0.21,0.1,84.0599404575421,100.0,-15.940059542457902
O032360,2025-10-22 11:22:56.224405,0,0.1037485517768499,MEDIUM,MONITOR,0.21,0.1,49.79930485288795,100.0,-50.20069514711205
O032361,2025-10-22 11:36:02.484062,1,0.1702408337281471,MEDIUM,MONITOR,0.21,0.1,81.71560018951061,100.0,-18.28439981048939
O032362,2025-10-22 11:49:08.743718,1,0.3911948536801605,HIGH,INTERVENE,0.21,0.1,187.77352976647703,100.0,87.77352976647703
O032363,2025-10-22 12:02:15.003375,0,0.355726231254089,HIGH,INTERVENE,0.21,0.1,170.74859100196272,100.0,70.74859100196272
O032364,2025-10-22 12:15:21.263031,0,0.0989995982035924,LOW,NO_ACTION,0.21,0.1,47.51980713772435,100.0,-52.48019286227565
O032365,2025-10-22 12:28:27.522688,0,0.2017283938073837,MEDIUM,MONITOR,0.21,0.1,96.82962902754417,100.0,-3.170370972455828
O032366,2025-10-22 12:41:33.782344,1,0.2393345285553589,HIGH,INTERVENE,0.21,0.1,114.88057370657225,100.0,14.88057370657225
O032367,2025-10-22 12:54:40.042001,0,0.0943894981930521,LOW,NO_ACTION,0.21,0.1,45.30695913266501,100.0,-54.69304086733499
O032368,2025-10-22 13:07:46.301657,0,0.1081361117600676,MEDIUM,MONITOR,0.21,0.1,51.90533364483244,100.0,-48.09466635516756
O032369,2025-10-22 13:20:52.561314,0,0.0935007219685416,LOW,NO_ACTION,0.21,0.1,44.88034654489997,100.0,-55.11965345510003
O032370,2025-10-22 13:33:58.820970,0,0.1491647669182919,MEDIUM,MONITOR,0.21,0.1,71.59908812078011,100.0,-28.40091187921989
O032371,2025-10-22 13:47:05.080627,1,0.2376339033345557,HIGH,INTERVENE,0.21,0.1,114.06427360058673,100.0,14.06427360058673
O032372,2025-10-22 14:00:11.340283,0,0.352674735047984,HIGH,INTERVENE,0.21,0.1,169.2838728230323,100.0,69.28387282303231
O032373,2025-10-22 14:13:17.599940,0,0.1148510742735298,MEDIUM,MONITOR,0.21,0.1,55.12851565129429,100.0,-44.87148434870571
O032374,2025-10-22 14:26:23.859596,0,0.1509198133517218,MEDIUM,MONITOR,0.21,0.1,72.44151040882646,100.0,-27.55848959117354
O032375,2025-10-22 14:39:30.119252,0,0.5240687012983968,HIGH,INTERVENE,0.21,0.1,251.55297662323045,100.0,151.55297662323045
O032376,2025-10-22 14:52:36.378909,0,0.2198345486838971,HIGH,INTERVENE,0.21,0.1,105.5205833682706,100.0,5.520583368270593
O032377,2025-10-22 15:05:42.638565,0,0.1051736433034716,MEDIUM,MONITOR,0.21,0.1,50.48334878566637,100.0,-49.51665121433363
O032378,2025-10-22 15:18:48.898222,0,0.1234901276956016,MEDIUM,MONITOR,0.21,0.1,59.27526129388876,100.0,-40.72473870611124
O032379,2025-10-22 15:31:55.157878,0,0.083397342640346,LOW,NO_ACTION,0.21,0.1,40.03072446736608,100.0,-59.96927553263392
O032380,2025-10-22 15:45:01.417535,0,0.4505617322604118,HIGH,INTERVENE,0.21,0.1,216.26963148499766,100.0,116.26963148499766
O032381,2025-10-22 15:58:07.677191,0,0.1117312108029227,MEDIUM,MONITOR,0.21,0.1,53.630981185402895,100.0,-46.369018814597105
O032382,2025-10-22 16:11:13.936848,0,0.3691067559261199,HIGH,INTERVENE,0.21,0.1,177.17124284453755,100.0,77.17124284453755
O032383,2025-10-22 16:24:20.196504,0,0.1628466814534997,MEDIUM,MONITOR,0.21,0.1,78.16640709767985,100.0,-21.83359290232015
O032384,2025-10-22 16:37:26.456161,0,0.0821291883067076,LOW,NO_ACTION,0.21,0.1,39.42201038721965,100.0,-60.57798961278035
O032385,2025-10-22 16:50:32.715817,0,0.318171512203795,HIGH,INTERVENE,0.21,0.1,152.72232585782163,100.0,52.72232585782163
O032386,2025-10-22 17:03:38.975474,0,0.1481542363557981,MEDIUM,MONITOR,0.21,0.1,71.11403345078308,100.0,-28.885966549216917
O032387,2025-10-22 17:16:45.235130,0,0.0800219734515818,LOW,NO_ACTION,0.21,0.1,38.41054725675926,100.0,-61.58945274324074
O032388,2025-10-22 17:29:51.494787,0,0.1606497747153168,MEDIUM,MONITOR,0.21,0.1,77.11189186335207,100.0,-22.88810813664793
O032389,2025-10-22 17:42:57.754443,0,0.1375471510043272,MEDIUM,MONITOR,0.21,0.1,66.02263248207706,100.0,-33.97736751792294
O032390,2025-10-22 17:56:04.014100,1,0.2675888164959494,HIGH,INTERVENE,0.21,0.1,128.44263191805572,100.0,28.442631918055724
O032391,2025-10-22 18:09:10.273756,0,0.193029023469061,MEDIUM,MONITOR,0.21,0.1,92.65393126514928,100.0,-7.346068734850718
O032392,2025-10-22 18:22:16.533413,0,0.0621289942153094,LOW,NO_ACTION,0.21,0.1,29.82191722334851,100.0,-70.1780827766515
O032393,2025-10-22 18:35:22.793069,0,0.531246332688433,HIGH,INTERVENE,0.21,0.1,254.99823969044786,100.0,154.99823969044786
O032394,2025-10-22 18:48:29.052726,0,0.2290741626551198,HIGH,INTERVENE,0.21,0.1,109.9555980744575,100.0,9.955598074457498
O032395,2025-10-22 19:01:35.312382,1,0.3170294017994881,HIGH,INTERVENE,0.21,0.1,152.17411286375426,100.0,52.17411286375426
O032396,2025-10-22 19:14:41.572039,0,0.2380019275109212,HIGH,INTERVENE,0.21,0.1,114.24092520524216,100.0,14.240925205242164
O032397,2025-10-22 19:27:47.831695,1,0.2259123141626201,HIGH,INTERVENE,0.21,0.1,108.43791079805764,100.0,8.437910798057644
O032398,2025-10-22 19:40:54.091352,0,0.1651116629441006,MEDIUM,MONITOR,0.21,0.1,79.25359821316829,100.0,-20.74640178683171
O032399,2025-10-22 19:54:00.351008,0,0.324513316442028,HIGH,INTERVENE,0.21,0.1,155.76639189217346,100.0,55.76639189217346
O032400,2025-10-22 20:07:06.610665,0,0.2216610487698185,HIGH,INTERVENE,0.21,0.1,106.39730340951287,100.0,6.3973034095128725
O032401,2025-10-22 20:20:12.870321,0,0.1113965216600628,MEDIUM,MONITOR,0.21,0.1,53.470330396830136,100.0,-46.529669603169864
O032402,2025-10-22 20:33:19.129978,0,0.0685873030116105,LOW,NO_ACTION,0.21,0.1,32.92190544557304,100.0,-67.07809455442697
O032403,2025-10-22 20:46:25.389634,0,0.3592368317045243,HIGH,INTERVENE,0.21,0.1,172.43367921817165,100.0,72.43367921817165
O032404,2025-10-22 20:59:31.649291,0,0.1337473309800596,MEDIUM,MONITOR,0.21,0.1,64.19871887042859,100.0,-35.80128112957141
O032405,2025-10-22 21:12:37.908947,0,0.4767204606057199,HIGH,INTERVENE,0.21,0.1,228.82582109074554,100.0,128.82582109074554
O032406,2025-10-22 21:25:44.168604,0,0.3346907853306159,HIGH,INTERVENE,0.21,0.1,160.65157695869564,100.0,60.65157695869564
O032407,2025-10-22 21:38:50.428260,0,0.1325374909095073,MEDIUM,MONITOR,0.21,0.1,63.617995636563506,100.0,-36.382004363436494
O032408,2025-10-22 21:51:56.687917,0,0.1021663586443398,MEDIUM,MONITOR,0.21,0.1,49.03985214928311,100.0,-50.96014785071689
O032409,2025-10-22 22:05:02.947573,0,0.0668947735640769,LOW,NO_ACTION,0.21,0.1,32.10949131075691,100.0,-67.89050868924309
O032410,2025-10-22 22:18:09.207230,0,0.1249940020245001,MEDIUM,MONITOR,0.21,0.1,59.99712097176004,100.0,-40.00287902823996
O032411,2025-10-22 22:31:15.466886,0,0.2399034116546536,HIGH,INTERVENE,0.21,0.1,115.15363759423371,100.0,15.153637594233714
O032412,2025-10-22 22:44:21.726543,0,0.323839014923705,HIGH,INTERVENE,0.21,0.1,155.44272716337838,100.0,55.44272716337838
O032413,2025-10-22 22:57:27.986199,0,0.1815535516776865,MEDIUM,MONITOR,0.21,0.1,87.14570480528951,100.0,-12.854295194710488
O032414,2025-10-22 23:10:34.245856,0,0.2018782715651073,MEDIUM,MONITOR,0.21,0.1,96.9015703512515,100.0,-3.098429648748507
O032415,2025-10-22 23:23:40.505512,0,0.2829978522982628,HIGH,INTERVENE,0.21,0.1,135.83896910316614,100.0,35.838969103166136
O032416,2025-10-22 23:36:46.765169,0,0.0902634158483142,LOW,NO_ACTION,0.21,0.1,43.326439607190814,100.0,-56.673560392809186
O032417,2025-10-22 23:49:53.024825,0,0.1184260082758262,MEDIUM,MONITOR,0.21,0.1,56.844483972396574,100.0,-43.155516027603426
O032418,2025-10-23 00:02:59.284482,0,0.1264958345367575,MEDIUM,MONITOR,0.21,0.1,60.71800057764359,100.0,-39.28199942235641
O032419,2025-10-23 00:16:05.544138,0,0.2430926401124181,HIGH,INTERVENE,0.21,0.1,116.68446725396069,100.0,16.68446725396069
O032420,2025-10-23 00:29:11.803795,0,0.1293297950522354,MEDIUM,MONITOR,0.21,0.1,62.078301625072996,100.0,-37.921698374927004
